opp_id,title,content_type,framework,characters,language,persona,city,reach,shareability,save,comment,lead_gen,total,priority_score,hook_category,cta_category,status,gate
OPP-252,All portals one inbox MagicBricks Housing 99acres (case study),CT-CASE,FW-BAB,CH-OWNER,hi-dominant,Owner,Both,4,4,7,5,9,29,6.0,LEAD-MANAGEMENT,DEMO,blocked-feature,
OPP-253,Facebook ad 5000 spend kitna convert ho raha (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Mumbai,4,5,6,3,10,28,6.0,REVENUE,DM,blocked-prelaunch,
OPP-254,FB pe 20 comment 3 ko call kiya 17 ignore ek buyer tha (case study),CT-CASE,FW-CASE,CH-CONSULTANT,hi-dominant,Broker,Both,7,4,6,5,10,32,6.7,LEAD-MANAGEMENT,TRIAL,blocked-prelaunch,D26
OPP-255,Google Ads 50K spend 100 lead 10 convert ho sakte the 50 (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Both,5,4,5,7,9,30,6.1,REVENUE,DEMO,blocked-prelaunch,
OPP-256,Referral best lead par tumne follow-up nahi kiya (case study),CT-CASE,FW-CASE,CH-BROKER,mixed,Broker,Pune,2,2,9,3,8,24,5.0,SALES,DEMO,blocked-prelaunch,D24
OPP-257,Referral source track kiya top agent 40 referral nikla (case study),CT-CASE,FW-BAB,CH-OWNER,mixed,Owner,Both,4,4,6,7,10,31,6.4,SOCIAL-PROOF,TRIAL,blocked-prelaunch,
OPP-258,Portal lead auto sync 15 min response 4x close (case study),CT-CASE,FW-BAB,CH-OWNER,mixed,Owner,Both,3,4,7,5,10,29,6.1,LEAD-MANAGEMENT,TRIAL,blocked-feature,
OPP-259,Mumbai broker vs Pune broker ka kaam karne ka tareeka (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-BROKER,mr-dominant,Broker,Pune,5,4,10,8,6,33,6.5,REAL-ESTATE,SAVE,ok,D24
OPP-260,Pune cha broker ata Pune chi technology RealEstateFlow (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-BROKER,mixed,Broker,Pune,5,7,8,5,4,29,5.8,REAL-ESTATE,FOLLOW,ok,D24
OPP-261,Mumbai status Pune growth dono ko ek CRM (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,4,5,5,5,6,25,5.0,CONTRARIAN,FOLLOW,ok,
OPP-262,South Mumbai luxury broker bhi system chahiye (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-BROKER,hi-dominant,Broker,Mumbai,6,4,9,7,7,33,6.6,REAL-ESTATE,FOLLOW,ok,
OPP-263,Kothrud IT crowd ko property bechna tech-savvy approach (deep-dive),CT-AUTHORITY,FW-MYTH,CH-CONSULTANT,mixed,Broker,Both,6,6,8,5,4,29,5.8,REAL-ESTATE,FOLLOW,ok,
OPP-264,RealEstateFlow vs generic CRM India ke liye bana (carousel),CT-EDU,FW-CRM,CH-OWNER,hi-dominant,Owner,Mumbai,6,3,7,5,5,26,5.2,CONTRARIAN,DEMO,ok,
OPP-265,Zoho Salesforce ke saamne desi CRM ka faayda (carousel),CT-EDU,FW-MYTH,CH-OWNER,en-leaning,Owner,Mumbai,3,7,8,7,6,31,6.2,CRM,DEMO,ok,
OPP-266,Competitor spreadsheet pe aap system pe deal jeet gaye (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,mixed,Owner,Both,4,6,8,5,5,28,5.6,SOCIAL-PROOF,SAVE,ok,
OPP-267,Portal dependency chhodo apna lead engine banao (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,hi-dominant,Owner,Both,5,6,9,6,4,30,5.9,CONTRARIAN,COMMENT,ok,
OPP-268,Gudi Padwa naya saal nayi deals shubhechha (meme),CT-MEME,FW-SKIT,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Pune,8,8,1,6,3,26,5.1,REAL-ESTATE,COMMENT,ok,D24
OPP-269,Diwali booking season leads ka rush handle karo (meme),CT-MEME,FW-SKIT,CH-OWNER,hi-dominant,Owner,Pune,10,8,4,5,4,31,6.2,REAL-ESTATE,SHARE,ok,D24
OPP-270,Akshaya Tritiya property muhurat leads double (meme),CT-MEME,FW-CURIOSITY,CH-OWNER|CH-NEWBIE,hi-dominant,Owner,Mumbai,7,8,4,6,2,27,5.2,REAL-ESTATE,COMMENT,ok,
OPP-271,Festival season 3x leads system ready hai kya (meme),CT-MEME,FW-SKIT,CH-OWNER,hi-dominant,Owner,Both,7,7,3,5,3,25,4.9,CURIOSITY,FOLLOW,review-number,
OPP-272,Year end push December targets dashboard se (meme),CT-MEME,FW-CURIOSITY,CH-SALESMGR|CH-NEWBIE,hi-dominant,Manager,Both,9,6,2,7,5,29,5.7,REAL-ESTATE,COMMENT,ok,
OPP-273,Dashboard ek click office ka poora hisaab (carousel),CT-EDU,FW-MYTH,CH-OWNER,hi-dominant,Owner,Mumbai,4,6,8,6,8,32,6.5,DEMO,DEMO,ok,
OPP-274,Lead assign drag drop 3 sec demo (carousel),CT-EDU,FW-MISTAKE,CH-TEAMLEAD,hi-dominant,Manager,Pune,5,5,6,6,7,29,5.8,DEMO,COMMENT,ok,D24
OPP-275,Speech to text se lead note bolo type mat karo (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-CONSULTANT,mr-dominant,Broker,Pune,4,5,7,5,7,28,5.7,DEMO,DEMO,ok,D24
OPP-276,Site visit schedule reminder auto demo (carousel),CT-EDU,FW-MYTH,CH-CONSULTANT,en-leaning,Broker,Both,5,5,7,3,6,26,5.4,DEMO,SAVE,ok,
OPP-277,Calendar pe poori team ki site visit ek screen (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-SALESMGR,en-leaning,Manager,Mumbai,5,4,7,5,4,25,5.0,DEMO,DEMO,ok,
OPP-278,Phone OTP login 30 sec mein shuru no credit card (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Mumbai,7,3,7,7,7,31,6.2,CRM,DEMO,ok,
OPP-279,15 agent team 20 Cr revenue 8 ghante kaam ka sapna (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Mumbai,7,6,4,5,8,30,6.2,REVENUE,TRIAL,blocked-prelaunch,
OPP-280,Arjun ne 5 deal se 12 deal kiye system se (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-BROKER,hi-dominant,Broker,Both,8,4,6,5,10,33,6.9,SALES,DM,blocked-prelaunch,
OPP-281,Professional broker banna hai to professional tool (case study),CT-CASE,FW-BAB,CH-OWNER,mr-dominant,Owner,Both,4,3,6,6,7,26,5.2,REAL-ESTATE,DM,blocked-prelaunch,
OPP-282,Business tumhare bina chale yeh kaise (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Mumbai,3,3,6,8,7,27,5.4,CURIOSITY,TRIAL,blocked-prelaunch,
OPP-283,POV jab client puche mera lead kahan hai (skit),CT-DRAMA,FW-SKIT,CH-CONSULTANT|CH-BROKER,hi-dominant,Broker,Both,10,10,2,8,1,31,5.9,WHATSAPP-CHAOS,DEMO,ok,
OPP-284,Broker ki Excel sheet ka funeral (skit),CT-DRAMA,FW-CONVO,CH-CONSULTANT|CH-TEAMLEAD,hi-dominant,Broker,Both,10,8,3,4,1,26,5.0,CURIOSITY,FOLLOW,ok,
OPP-285,Jab do agent same lead pe ladte hain (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-TEAMLEAD|CH-LOSTLEAD,hi-dominant,Manager,Pune,9,10,7,7,1,34,6.5,SALES,COMMENT,ok,D24
OPP-286,Ek minute file dhoondta hoon buyer waiting meme (skit),CT-DRAMA,FW-CONVO,CH-CONSULTANT|CH-OWNER,mixed,Broker,Mumbai,10,10,3,6,3,32,6.2,WHATSAPP-CHAOS,DEMO,ok,
OPP-287,Naya agent jab pehli baar CRM dekhta hai reaction (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-NEWBIE|CH-LOSTLEAD,mr-dominant,NewJoiner,Both,8,10,7,7,4,36,7.0,CURIOSITY,DEMO,ok,
OPP-288,2026 aa gaya bhai aur tu abhi bhi Excel pe (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-CONSULTANT|CH-BROKER,mixed,Broker,Pune,10,9,6,8,2,35,6.7,WHATSAPP-CHAOS,COMMENT,ok,D24
OPP-289,Beta business join nahi karna chahta jab tak CRM nahi dekha (founder cut),CT-FOUNDER,FW-FOUNDER,CH-OWNER,mr-dominant,Owner,Pune,8,7,6,9,5,35,6.8,REAL-ESTATE,FOLLOW,ok,D24
OPP-290,Purane broker ka succession plan tech se zinda (founder cut),CT-FOUNDER,FW-AUTHORITY,CH-OWNER,mr-dominant,Owner,Pune,6,8,5,7,5,31,6.1,FOUNDER,COMMENT,blocked-prelaunch,D24
OPP-291,Indian brokerages 30-40 percent leads lose data breakdown (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,hi-dominant,Owner,Both,6,6,8,4,7,31,6.3,CRM,DEMO,review-number,
OPP-292,Response time hi sabse bada competitive edge data (carousel),CT-EDU,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,6,5,8,8,6,33,6.5,CONTRARIAN,COMMENT,ok,
OPP-293,Ek RE CRM mein yeh 7 cheez honi chahiye checklist (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,mr-dominant,Owner,Pune,4,6,10,6,7,33,6.7,CRM,SAVE,ok,D24
OPP-294,Lead source ROI kaunsa source sabse sasta (carousel),CT-EDU,FW-MYTH,CH-OWNER,hi-dominant,Owner,Both,4,6,7,5,5,27,5.4,REAL-ESTATE,COMMENT,ok,
OPP-295,POV broker scrolling 200 unread WhatsApp dhoondh raha ek lead (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-BROKER,hi-dominant,Broker,Both,9,8,9,6,6,38,7.6,WHATSAPP-CHAOS,SAVE,ok,
OPP-296,WhatsApp mein jo 5L deal laga tha woh gaya kahan (carousel) [Pune],CT-EDU,FW-MISTAKE,CH-OWNER,hi-dominant,Owner,Pune,8,8,7,7,7,37,7.4,WHATSAPP-CHAOS,COMMENT,review-number,D24
OPP-297,Subah ka buyer dopahar tak 80 messages mein dafan (carousel),CT-EDU,FW-CRM,CH-BROKER,mr-dominant,Broker,Both,5,5,9,6,5,30,5.9,WHATSAPP-CHAOS,COMMENT,ok,
OPP-298,Do agent ek hi WhatsApp lead pe call kar diye buyer confuse (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-TEAMLEAD,hi-dominant,Manager,Both,5,3,6,7,7,28,5.6,WHATSAPP-CHAOS,COMMENT,ok,
OPP-299,Kaunsa chat mein Bandra wali property thi yaad nahi (carousel) [Mumbai],CT-EDU,FW-MYTH,CH-CONSULTANT,en-leaning,Broker,Mumbai,7,4,7,5,7,30,6.1,WHATSAPP-CHAOS,SAVE,ok,
OPP-300,Tumhi pan lead WhatsApp madhe shodhta mag deal gela samjha (carousel) [Pune],CT-EDU,FW-MYTH,CH-CONSULTANT,mr-dominant,Broker,Pune,3,10,9,7,6,35,7.0,WHATSAPP-CHAOS,SAVE,ok,D24
OPP-301,30 WhatsApp groups khole ek lead ke liye (carousel),CT-EDU,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Both,5,4,7,5,7,28,5.7,WHATSAPP-CHAOS,DEMO,ok,
OPP-302,WhatsApp pe Interested likha buyer ne phir gayab (carousel),CT-EDU,FW-MYTH,CH-BROKER,hi-dominant,Broker,Both,4,7,10,5,4,30,6.0,WHATSAPP-CHAOS,SAVE,ok,
OPP-303,Office group mein lead aaya kisi ne uthaya hi nahi (carousel) [Pune],CT-EDU,FW-MISTAKE,CH-TEAMLEAD,mr-dominant,Manager,Pune,6,3,7,7,5,28,5.5,WHATSAPP-CHAOS,COMMENT,ok,D24
OPP-304,WhatsApp lead ek tap mein system mein daalo demo (carousel) [Mumbai],CT-EDU,FW-CRM,CH-CONSULTANT,mr-dominant,Broker,Mumbai,4,4,7,7,8,30,6.0,LEAD-MANAGEMENT,COMMENT,ok,
OPP-305,Client ka naam WhatsApp mein Unknown Number save (carousel) [Mumbai],CT-EDU,FW-MYTH,CH-BROKER,hi-dominant,Broker,Mumbai,6,6,8,5,7,32,6.5,WHATSAPP-CHAOS,DEMO,ok,
OPP-306,Forwarded property 5 baar bheji par track kisi ne nahi kiya (carousel),CT-EDU,FW-MYTH,CH-BROKER,mixed,Broker,Both,6,3,6,5,5,25,5.0,WHATSAPP-CHAOS,DEMO,ok,
OPP-307,100 leads aaye sirf 12 convert hue baaki kahan gaye (deep-dive) [Mumbai],CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,mixed,Owner,Mumbai,4,5,9,7,10,35,7.2,LEAD-LEAKAGE,SAVE,ok,
OPP-308,30 percent leads chup-chaap gayab har mahine ka 20L (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,hi-dominant,Owner,Both,4,4,6,5,9,28,5.8,REVENUE,FOLLOW,review-number,
OPP-309,Aapke leads leak ho rahe hain aur aapko pata bhi nahi (deep-dive) [Mumbai],CT-AUTHORITY,FW-MYTH,CH-OWNER,en-leaning,Owner,Mumbai,7,3,9,6,9,34,6.9,FEAR,SAVE,ok,
OPP-310,Lead leakage calculator apni leak nikalo comment mein (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,en-leaning,Owner,Both,5,6,10,10,8,39,7.7,REVENUE,COMMUNITY,blocked-feature,
OPP-311,Har lead ka owner kaun yeh dikhana zaroori hai (deep-dive) [Mumbai],CT-AUTHORITY,FW-CRM,CH-SALESMGR,hi-dominant,Manager,Mumbai,4,5,7,4,8,28,5.8,LEAD-MANAGEMENT,COMMUNITY,ok,
OPP-312,Competitor ne 2 min mein call kiya aapne 2 ghante baad (deep-dive),CT-AUTHORITY,FW-MYTH,CH-BROKER,mixed,Broker,Both,8,5,9,4,8,34,7.0,FEAR,COMMUNITY,ok,D26
OPP-313,Aapka deal unka commission response time ka khel (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,mixed,Owner,Both,4,5,8,6,7,30,6.1,REVENUE,FOLLOW,ok,
OPP-314,Lead aaya call lagaya kal buyer already gaya (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-BROKER,en-leaning,Broker,Both,3,6,6,6,6,27,5.4,LEAD-MANAGEMENT,COMMUNITY,ok,
OPP-315,Spreadsheet purana hai aaj ke leads kahan (deep-dive) [Mumbai],CT-AUTHORITY,FW-CRM,CH-SALESMGR,en-leaning,Manager,Mumbai,4,4,8,6,7,29,5.8,FEAR,COMMUNITY,ok,
OPP-316,Ek recovered deal poore saal ka CRM cost cover karta hai (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,4,6,9,6,8,33,6.7,REVENUE,FOLLOW,ok,
OPP-317,Follow-up bhool gaye Ab nahi hoga sab automatic (skit),CT-DRAMA,FW-DRAMA,CH-CONSULTANT|CH-OWNER,hi-dominant,Broker,Both,9,7,5,6,6,33,6.6,FEAR,DEMO,ok,
OPP-318,Kal jis client se baat hui aaj follow-up kiya kya (skit) [Mumbai],CT-DRAMA,FW-WHATSAPP-CHAOS,CH-BROKER|CH-NEWBIE,hi-dominant,Broker,Mumbai,6,9,6,7,4,32,6.2,SALES,DEMO,ok,
OPP-319,Client teesri baar pooche any update aap kya bologe (skit) [Pune],CT-DRAMA,FW-SKIT,CH-BROKER,mixed,Broker,Pune,9,7,4,7,3,30,5.8,FEAR,FOLLOW,ok,D24
OPP-320,Response within 15 min 60 percent close after 1 hour 20 percent (skit) [Mumbai],CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER|CH-NEWBIE,hi-dominant,Owner,Mumbai,7,6,7,4,7,31,6.4,SALES,DEMO,review-number,
OPP-321,3 follow-up jo har broker bhoolta hai (skit) [Mumbai],CT-DRAMA,FW-CONVO,CH-BROKER|CH-TEAMLEAD,hi-dominant,Broker,Mumbai,9,7,9,6,5,36,7.2,CURIOSITY,DEMO,ok,
OPP-322,Follow-up rahila ani deal gela Pune broker ki kahani (skit) [Pune],CT-DRAMA,FW-SKIT,CH-BROKER|CH-OWNER,mixed,Broker,Pune,5,9,5,6,4,29,5.7,FOLLOWUP,COMMENT,ok,D24
OPP-323,Buyer ko reminder system bhejega tum deal close karoge (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-BROKER|CH-OWNER,hi-dominant,Broker,Both,6,8,3,7,4,28,5.5,SALES,COMMENT,ok,
OPP-324,Google Ads ka lead 48 ghante mein thanda follow-up turant (skit) [Mumbai],CT-DRAMA,FW-CONVO,CH-OWNER|CH-TEAMLEAD,en-leaning,Owner,Mumbai,7,8,3,4,6,28,5.7,FEAR,DEMO,ok,
OPP-325,Commission ka jhagda ab nahi khata book khol ke dikhao (skit),CT-DRAMA,FW-CONVO,CH-OWNER|CH-TEAMLEAD,mr-dominant,Owner,Both,8,8,8,6,8,38,7.7,REVENUE,DEMO,ok,
OPP-326,Do agent same lead claim kar rahe khata ne 10 sec mein settle (skit) [Pune],CT-DRAMA,FW-WHATSAPP-CHAOS,CH-TEAMLEAD|CH-SALESMGR,mixed,Manager,Pune,6,8,6,10,3,33,6.2,SALES,COMMENT,ok,D24
OPP-327,Agent bole 5L baki broker bole 3L hisaab kaun sahi (skit),CT-DRAMA,FW-DRAMA,CH-OWNER|CH-LOSTLEAD,mr-dominant,Owner,Both,9,6,5,9,4,33,6.3,REVENUE,DEMO,review-number,
OPP-328,Excel mein commission galat overpay 2L ka error (skit),CT-DRAMA,FW-SKIT,CH-OWNER|CH-LOSTLEAD,mixed,Owner,Both,7,7,6,6,6,32,6.4,CRM,DEMO,review-number,
OPP-329,Kiska kitna paisa khata book mein zero jhagda (skit) [Mumbai],CT-DRAMA,FW-DRAMA,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Mumbai,7,6,6,5,4,28,5.6,REVENUE,DEMO,ok,
OPP-330,Khata settlement 3 tap mein dekho live (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER|CH-SALESMGR,hi-dominant,Owner,Both,6,8,5,4,8,31,6.4,DEMO,DEMO,ok,
OPP-331,Hishob clear kara bhandan sampla Marathi khata reel (skit) [Pune],CT-DRAMA,FW-CONVO,CH-OWNER|CH-NEWBIE,hi-dominant,Owner,Pune,6,8,5,5,6,30,6.1,CRM,DEMO,ok,D24
OPP-332,Commission split channel partner ke saath transparent rakho (skit),CT-DRAMA,FW-SKIT,CH-OWNER,hi-dominant,Owner,Both,7,6,6,5,6,30,6.1,REVENUE,DEMO,ok,
OPP-333,Manual hisaab mein har mahine kitna leak ho raha (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER|CH-LOSTLEAD,en-leaning,Owner,Both,7,8,4,6,6,31,6.2,FEAR,FOLLOW,ok,
OPP-334,AI ne mere 100 buyers ko call kiya 30 qualified nikle (UGC selfie) [Mumbai],CT-UGC,FW-OBJECTION,CH-BROKER,en-leaning,Broker,Mumbai,8,8,3,5,10,34,7.1,AI,DM,blocked-prelaunch,D26
OPP-335,AI calls karega tu deals close karega 10 ghante bach gaye (UGC selfie) [Mumbai],CT-UGC,FW-UGC,CH-CONSULTANT,hi-dominant,Broker,Mumbai,7,7,6,5,10,35,7.2,AI,DEMO,ok,D26
OPP-336,Maine AI se follow-up call karwaya client ko pata bhi nahi chala (UGC selfie),CT-UGC,FW-PROPERTY,CH-CONSULTANT,mixed,Broker,Both,8,9,7,4,8,36,7.4,CURIOSITY,DEMO,blocked-prelaunch,D26
OPP-337,AI calling demo sun lo asli real estate call (UGC selfie) [Pune],CT-UGC,FW-OBJECTION,CH-BROKER,hi-dominant,Broker,Pune,5,7,4,3,8,27,5.7,AI,DEMO,ok,D24|D26
OPP-338,AI calling real estate mein chalega Myth bust (UGC selfie),CT-UGC,FW-UGC,CH-OWNER,mixed,Owner,Both,7,5,6,7,5,30,5.9,MYTH,DM,ok,D26
OPP-339,"Business hours mein AI ne leads qualify kiye, subah tak list ready (UGC selfie)",CT-UGC,FW-UGC,CH-OWNER,hi-dominant,Owner,Both,6,6,5,6,10,33,6.8,AI,DEMO,retitled,
OPP-340,AI tumhe replace nahi karega boring kaam karega (UGC selfie),CT-UGC,FW-OBJECTION,CH-BROKER,hi-dominant,Broker,Both,7,6,4,9,7,33,6.5,CONTRARIAN,DEMO,ok,
OPP-341,AI ne Google Ads lead 30 sec mein follow-up kiya deal bachi (UGC selfie),CT-UGC,FW-OBJECTION,CH-OWNER,hi-dominant,Owner,Both,5,6,5,5,10,31,6.5,AI,DEMO,blocked-prelaunch,
OPP-342,AI calling kaise set karo 60 second mein (UGC selfie) [Pune],CT-UGC,FW-OBJECTION,CH-OWNER,en-leaning,Owner,Pune,4,7,6,5,9,31,6.4,DEMO,DEMO,ok,D24|D26
OPP-343,Pata hai team abhi kya kar rahi hai dashboard kholo (deep-dive) [Pune],CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,hi-dominant,Owner,Pune,6,6,7,4,10,33,6.9,TEAM-MANAGEMENT,SAVE,ok,D24
OPP-344,Proof nahi to sirf blame agent ki performance data se (deep-dive),CT-AUTHORITY,FW-CRM,CH-TEAMLEAD,en-leaning,Manager,Both,4,6,8,6,6,30,6.0,TEAM-MANAGEMENT,COMMUNITY,ok,
OPP-345,Kaun sa agent kaun sa lead chala raha pata nahi (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,hi-dominant,Owner,Both,4,5,7,7,6,29,5.8,FEAR,COMMUNITY,ok,
OPP-346,Visibility surveillance nahi fairness hai agent bhi khush (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-TEAMLEAD,hi-dominant,Manager,Both,4,3,8,7,6,28,5.5,TEAM-MANAGEMENT,COMMUNITY,ok,
OPP-347,Poori team ek dashboard mein owner ka control (deep-dive) [Mumbai],CT-AUTHORITY,FW-CRM,CH-OWNER,mixed,Owner,Mumbai,4,5,7,6,8,30,6.1,TEAM-MANAGEMENT,FOLLOW,ok,
OPP-348,Rajesh ne Bandra buyer ko call kiya ya nahi ab pata chalega (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-TEAMLEAD,hi-dominant,Manager,Both,5,5,5,7,5,27,5.3,SALES,COMMUNITY,ok,D26
OPP-349,Fair lead distribution har agent ko barabar mauka (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-SALESMGR,en-leaning,Manager,Both,5,6,7,8,6,32,6.3,TEAM-MANAGEMENT,COMMUNITY,ok,
OPP-350,Micromanagement band karo data dekho (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,2,4,8,8,7,29,5.8,CONTRARIAN,SAVE,ok,
OPP-351,Ek agent gaya saara business gaya bachao kaise (carousel) [Pune],CT-EDU,FW-MISTAKE,CH-OWNER,en-leaning,Owner,Pune,7,5,5,6,3,26,5.1,FEAR,COMMENT,ok,D24
OPP-352,Top agent nikla apne saare client le gaya (carousel) [Pune],CT-EDU,FW-CRM,CH-OWNER,mixed,Owner,Pune,5,6,8,5,6,30,6.1,REVENUE,COMMENT,ok,D24
OPP-353,Agent jaaye par leads agency ke paas rahein (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,hi-dominant,Owner,Both,6,6,5,6,6,29,5.8,TEAM-MANAGEMENT,COMMENT,ok,
OPP-354,Naya agent ne purane ka kaam seamlessly uthaya kyunki sab system mein (carousel),CT-EDU,FW-MISTAKE,CH-TEAMLEAD,mixed,Manager,Both,4,5,6,4,6,25,5.1,SALES,DEMO,blocked-prelaunch,
OPP-355,Relationships agent ke phone mein ya agency ke system mein (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,mr-dominant,Owner,Both,5,4,5,6,5,25,4.9,FEAR,COMMENT,ok,
OPP-356,Naya agent Day 1 vs Day 7 with RealEstateFlow (demo) [Mumbai],CT-DEMO,FW-AI,CH-NEWBIE,hi-dominant,NewJoiner,Mumbai,7,3,7,4,7,28,5.8,CURIOSITY,DEMO,ok,
OPP-357,Naye agent ko kaunse leads milenge fair rule dikhao (demo),CT-DEMO,FW-CRM,CH-NEWBIE,mixed,NewJoiner,Both,2,6,8,6,8,30,6.1,SALES,DEMO,ok,
OPP-358,New joiner 30 min mein CRM seekh gaya WhatsApp jaisa (demo),CT-DEMO,FW-AI,CH-NEWBIE,mr-dominant,NewJoiner,Both,3,6,6,6,7,28,5.7,CRM,DEMO,blocked-prelaunch,
OPP-359,Naya banda delete nahi kar sakta RBAC ka kamaal (demo) [Pune],CT-DEMO,FW-CRM,CH-OWNER,mr-dominant,Owner,Pune,2,4,8,5,10,29,6.1,FEAR,TRIAL,ok,D24
OPP-360,Rohan ka pehla din ghabrao mat sab simple hai (demo) [Pune],CT-DEMO,FW-CRM,CH-NEWBIE,mr-dominant,NewJoiner,Pune,3,6,6,5,10,30,6.2,UGC,TRIAL,ok,D24
OPP-361,Team nahi seekhegi yeh dar galat hai 2 ghante training (demo) [Mumbai],CT-DEMO,FW-DEMO,CH-OWNER,hi-dominant,Owner,Mumbai,4,3,7,5,7,26,5.3,OBJECTION,TRIAL,ok,
OPP-362,Client bola 2BHK Andheri chahiye aap file dhoondh rahe (skit) [Mumbai],CT-DRAMA,FW-WHATSAPP-CHAOS,CH-CONSULTANT|CH-NEWBIE,hi-dominant,Broker,Mumbai,6,9,5,5,4,29,5.8,PROPERTY-MANAGEMENT,DEMO,ok,
OPP-363,Call pe property details missing deal bhi missing (skit),CT-DRAMA,FW-SKIT,CH-CONSULTANT|CH-TEAMLEAD,hi-dominant,Broker,Both,10,7,5,7,3,32,6.2,PROPERTY-MANAGEMENT,FOLLOW,ok,
OPP-364,Property turant share karo deal fast karo demo (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-BROKER|CH-NEWBIE,mr-dominant,Broker,Both,6,6,6,5,7,30,6.1,SALES,FOLLOW,ok,
OPP-365,Inventory ungliyon pe matching buyer ko instant (skit),CT-DRAMA,FW-DRAMA,CH-BROKER,mr-dominant,Broker,Both,5,8,3,4,6,26,5.3,CURIOSITY,FOLLOW,ok,
OPP-366,Instagram pe dekhi property aap dhoondh nahi paye client gaya (skit) [Mumbai],CT-DRAMA,FW-DRAMA,CH-BROKER,mr-dominant,Broker,Mumbai,9,7,6,7,5,34,6.7,PROPERTY-MANAGEMENT,FOLLOW,ok,
OPP-367,Property add karo media upload map pin 20 sec demo (skit) [Pune],CT-DRAMA,FW-DRAMA,CH-CONSULTANT|CH-LOSTLEAD,mr-dominant,Broker,Pune,6,9,6,8,3,32,6.2,DEMO,COMMENT,ok,D24
OPP-368,Client call aaye to saari history turant samne (testimonial) [Mumbai],CT-PROOF,FW-CUSTOMER,CH-CONSULTANT,en-leaning,Broker,Mumbai,4,4,5,6,10,29,6.0,SALES,DEMO,blocked-prelaunch,
OPP-369,Sneha ne client ki requirement ek jagah rakhi perfect match (testimonial),CT-PROOF,FW-AUTHORITY,CH-BROKER,hi-dominant,Broker,Both,2,6,7,6,8,29,5.9,SOCIAL-PROOF,DEMO,blocked-prelaunch,
OPP-370,Client ko lagta hai aap sirf usi ke liye kaam kar rahe (testimonial),CT-PROOF,FW-AUTHORITY,CH-CONSULTANT,hi-dominant,Broker,Both,6,3,6,6,8,29,5.9,CURIOSITY,TRIAL,blocked-prelaunch,
OPP-371,Buyer requirement capture karo galti se kuch miss na ho (testimonial),CT-PROOF,FW-CASE,CH-CONSULTANT,mr-dominant,Broker,Both,4,4,6,6,10,30,6.2,PROPERTY-MANAGEMENT,TRIAL,blocked-prelaunch,
